num,initiator_list,days_total,days_per_stage_avg,result_stage,stage_days_1,stage_days_2,stage_days_3,stage_days_4,stage_days_5,stage_days_6,stage_days_7,stage_days_8,stage_workdays_1,stage_workdays_2,stage_workdays_3,stage_workdays_4,stage_workdays_5,stage_workdays_6,stage_workdays_7,stage_workdays_8,stage_break_days_1,stage_break_days_2,stage_break_days_3,stage_break_days_4,stage_break_days_5,stage_break_days_6,stage_break_days_7,stage_break_days_8,stage_break_workdays_1,stage_break_workdays_2,stage_break_workdays_3,stage_break_workdays_4,stage_break_workdays_5,stage_break_workdays_6,stage_break_workdays_7,stage_break_workdays_8,is_federal,is_deputy,is_ex_deputy,is_ex_counsil_member,is_council_member,is_legislature
617072-7,['5c77c6d5fed91f583dd7a714'],49,7,3.3,1,14,21,0,0,0,0,0,0,3,10,0,0,0,0,0,-1,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0
614970-7,['5c77c6d5fed91f583dd7a716'],58,8,3.3,1,13,28,0,0,0,0,0,0,3,15,0,0,0,0,0,1,14,0,0,0,0,0,0,2,10,0,0,0,0,0,0,1,0,0,0,0,0
438588-7,"['5c77c6d7fed91f583dd7a812', '5c77c6d6fed91f583dd7a798', '5c77c6d5fed91f583dd7a774', '5c77c6d7fed91f583dd7a825', '5c77c6d8fed91f583dd7a89b', '5c77c6d7fed91f583dd7a822', '5c77c6d8fed91f583dd7a8c2']",336,23,3.3,167,6,57,0,0,0,0,0,116,4,39,0,0,0,0,0,-102,209,0,0,0,0,0,0,-72,143,0,0,0,0,0,0,0,0,7,0,0,0
355239-7,['5c77c6ebfed91f583dd7b2b7'],408,51,3.2,348,2,347,0,0,0,0,0,236,1,237,0,0,0,0,0,-302,14,0,0,0,0,0,0,-210,9,0,0,0,0,0,0,0,0,0,0,0,1
302144-7,['5c77c6d8fed91f583dd7a88c'],467,59,3.2,460,6,215,0,0,0,0,0,311,3,146,0,0,0,0,0,-306,93,0,0,0,0,0,0,-209,65,0,0,0,0,0,0,0,0,1,0,0,0
544949-7,['5c77c6d5fed91f583dd7a716'],192,6,8.1,4,3,31,30,12,8,0,1,1,2,23,21,7,4,0,0,6,33,59,2,0,0,5,0,0,23,36,3,0,0,3,0,1,0,0,0,0,0
606596-7,"['5c77c6d5fed91f583dd7a76b', '5c77c6d6fed91f583dd7a7c6', '5c77c6d8fed91f583dd7a898', '5c77c6d6fed91f583dd7a783', '5c77c6d7fed91f583dd7a870', '5c77c6d6fed91f583dd7a7d2', '5c77c6d6fed91f583dd7a7ad', '5c77c6d8fed91f583dd7a8ba', '5c77c6d6fed91f583dd7a7bb', '5c77c6d5fed91f583dd7a778', '5c77c6e5fed91f583dd7af8c', '5c77c6e5fed91f583dd7af59', '5c77c6e6fed91f583dd7afcd']",96,2,8.1,43,1,2,2,1,7,0,1,24,0,2,2,0,3,0,0,-43,40,39,0,-1,0,5,0,-24,23,27,0,0,0,3,0,0,0,10,0,3,0
606594-7,"['5c77c6d5fed91f583dd7a76b', '5c77c6d8fed91f583dd7a898', '5c77c6d6fed91f583dd7a7c6', '5c77c6d6fed91f583dd7a783', '5c77c6d7fed91f583dd7a870', '5c77c6d6fed91f583dd7a7d2', '5c77c6d6fed91f583dd7a7ad', '5c77c6d8fed91f583dd7a8ba', '5c77c6d6fed91f583dd7a7bb', '5c77c6d5fed91f583dd7a778', '5c77c6e5fed91f583dd7af8c', '5c77c6e5fed91f583dd7af59', '5c77c6e6fed91f583dd7afcd']",96,2,8.1,38,1,4,2,1,7,0,1,21,0,3,2,0,3,0,0,-39,39,39,0,-1,0,5,0,-21,22,27,0,0,0,3,0,0,0,10,0,3,0
606595-7,"['5c77c6d5fed91f583dd7a76b', '5c77c6d6fed91f583dd7a7c6', '5c77c6d8fed91f583dd7a898', '5c77c6d6fed91f583dd7a783', '5c77c6d7fed91f583dd7a870', '5c77c6d6fed91f583dd7a7ad', '5c77c6d8fed91f583dd7a8ba', '5c77c6d6fed91f583dd7a7d2', '5c77c6d6fed91f583dd7a7bb', '5c77c6d5fed91f583dd7a778', '5c77c6e5fed91f583dd7af8c', '5c77c6e5fed91f583dd7af59', '5c77c6e6fed91f583dd7afcd']",96,2,8.1,43,1,2,2,1,7,0,1,24,0,2,2,0,3,0,0,-43,40,39,0,-1,0,5,0,-24,23,27,0,0,0,3,0,0,0,10,0,3,0
606593-7,"['5c77c6d5fed91f583dd7a76b', '5c77c6d8fed91f583dd7a898', '5c77c6d6fed91f583dd7a7c6', '5c77c6d6fed91f583dd7a783', '5c77c6d7fed91f583dd7a870', '5c77c6d6fed91f583dd7a7d2', '5c77c6d6fed91f583dd7a7ad', '5c77c6d8fed91f583dd7a8ba', '5c77c6d6fed91f583dd7a7bb', '5c77c6d5fed91f583dd7a778', '5c77c6e5fed91f583dd7af8c', '5c77c6e5fed91f583dd7af59', '5c77c6e6fed91f583dd7afcd']",96,2,8.1,38,1,3,2,1,7,0,1,21,0,3,2,0,3,0,0,-39,39,39,0,-1,0,5,0,-21,22,27,0,0,0,3,0,0,0,10,0,3,0
519133-7,"['5c77c6d5fed91f583dd7a73a', '5c77c6d5fed91f583dd7a778']",215,7,6.3,34,7,30,4,14,7,0,0,23,4,22,3,5,4,0,0,13,35,59,12,1,0,0,0,5,25,36,8,2,0,0,0,0,0,2,0,0,0
630700-7,"['5c77c6d8fed91f583dd7a8c4', '5c77c6d8fed91f583dd7a8c9', '5c77c6d6fed91f583dd7a78e']",27,4,2.1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0
337414-7,['5c77c6d6fed91f583dd7a7ef'],407,30,3.3,404,2,8,0,0,0,0,0,272,2,5,0,0,0,0,0,-374,369,0,0,0,0,0,0,-257,252,0,0,0,0,0,0,0,0,1,0,0,0
394371-7,"['5c77c6d7fed91f583dd7a83a', '5c77c6d8fed91f583dd7a8c5', '5c77c6d8fed91f583dd7a88c', '5c77c6d6fed91f583dd7a7ed', '5c77c6d5fed91f583dd7a725', '5c77c6d6fed91f583dd7a7f0']",337,8,3.3,337,5,231,0,0,0,0,0,229,2,157,0,0,0,0,0,-307,72,0,0,0,0,0,0,-209,51,0,0,0,0,0,0,0,0,6,0,0,0
544445-7,['5c77c6ebfed91f583dd7b2c2'],138,11,3.3,113,13,7,0,0,0,0,0,80,8,0,0,0,0,0,0,-94,100,0,0,0,0,0,0,-67,66,0,0,0,0,0,0,0,0,0,0,0,1
396220-7,"['5c77c6e2fed91f583dd7ade8', '5c77c6d7fed91f583dd7a832', '5c77c6d7fed91f583dd7a80b', '5c77c6d6fed91f583dd7a7cc', '5c77c6d7fed91f583dd7a831', '5c77c6d7fed91f583dd7a82b', '5c77c6d5fed91f583dd7a735', '5c77c6d5fed91f583dd7a755', '5c77c6d7fed91f583dd7a802', '5c77c6d5fed91f583dd7a77b', '5c77c6d5fed91f583dd7a750', '5c77c6d8fed91f583dd7a8ae', '5c77c6d7fed91f583dd7a877', '5c77c6d5fed91f583dd7a753', '5c77c6d8fed91f583dd7a8b7', '5c77c6d7fed91f583dd7a839', '5c77c6d5fed91f583dd7a733', '5c77c6d5fed91f583dd7a74f', '5c77c6d7fed91f583dd7a853', '5c77c6d5fed91f583dd7a76f', '5c77c6d5fed91f583dd7a778', '5c77c6d5fed91f583dd7a763', '5c77c6d6fed91f583dd7a79d', '5c77c6d5fed91f583dd7a746', '5c77c6d5fed91f583dd7a73e', '5c77c6d7fed91f583dd7a80c', '5c77c6d6fed91f583dd7a7d1', '5c77c6d7fed91f583dd7a842', '5c77c6d8fed91f583dd7a8a5', '5c77c6d7fed91f583dd7a809', '5c77c6d5fed91f583dd7a74a', '5c77c6d6fed91f583dd7a7a6', '5c77c6d8fed91f583dd7a8c3', '5c77c6d8fed91f583dd7a8ca', '5c77c6d7fed91f583dd7a86a', '5c77c6d8fed91f583dd7a888', '5c77c6d5fed91f583dd7a76e', '5c77c6d8fed91f583dd7a87e', '5c77c6d8fed91f583dd7a8b0', '5c77c6d6fed91f583dd7a782', '5c77c6d7fed91f583dd7a83b', '5c77c6d7fed91f583dd7a85f', '5c77c6d6fed91f583dd7a7fa', '5c77c6d7fed91f583dd7a835', '5c77c6d8fed91f583dd7a8af', '5c77c6d6fed91f583dd7a783', '5c77c6d8fed91f583dd7a8a6', '5c77c6d7fed91f583dd7a811', '5c77c6d5fed91f583dd7a745', '5c77c6d8fed91f583dd7a8b5', '5c77c6d8fed91f583dd7a8cc', '5c77c6d5fed91f583dd7a72e', '5c77c6d5fed91f583dd7a775', '5c77c6d7fed91f583dd7a868', '5c77c6d8fed91f583dd7a89c', '5c77c6d6fed91f583dd7a7c0', '5c77c6d5fed91f583dd7a73f', '5c77c6d8fed91f583dd7a8c2', '5c77c6defed91f583dd7ab7a', '5c77c6d5fed91f583dd7a71e', '5c77c6d8fed91f583dd7a8d9', '5c77c6d7fed91f583dd7a85b', '5c77c6d6fed91f583dd7a7d5', '5c77c6d7fed91f583dd7a848']",335,3,8.1,197,5,28,37,5,2,0,1,135,2,15,21,3,1,0,0,-168,177,47,-1,-1,0,6,0,-116,124,34,0,0,0,4,0,0,2,62,0,0,0
315397-7,"['5c77c6d6fed91f583dd7a7ca', '5c77c6d8fed91f583dd7a887', '5c77c6d5fed91f583dd7a761']",432,8,3.3,134,6,295,0,0,0,0,0,87,4,201,0,0,0,0,0,-8,7,0,0,0,0,0,0,-5,5,0,0,0,0,0,0,0,0,3,0,0,0
421075-7,"['5c77c6d7fed91f583dd7a812', '5c77c6d6fed91f583dd7a798', '5c77c6d7fed91f583dd7a857', '5c77c6d7fed91f583dd7a825', '5c77c6d8fed91f583dd7a8c2', '5c77c6d7fed91f583dd7a82d']",307,19,3.3,133,26,50,0,0,0,0,0,91,17,29,0,0,0,0,0,-112,210,0,0,0,0,0,0,-76,148,0,0,0,0,0,0,0,0,6,0,0,0
551238-7,['5c77c6d5fed91f583dd7a716'],187,7,6.3,4,2,78,7,9,7,0,0,2,2,49,-1,7,4,0,0,14,26,42,0,-1,0,0,0,10,19,30,0,0,0,0,0,1,0,0,0,0,0
609087-7,['5c77c6ebfed91f583dd7b2b7'],109,11,3.3,4,7,23,0,0,0,0,0,2,4,16,0,0,0,0,0,27,49,0,0,0,0,0,0,9,34,0,0,0,0,0,0,0,0,0,0,0,1
604443-7,"['5c77c6d8fed91f583dd7a88c', '5c77c6d6fed91f583dd7a7ed', '5c77c6d6fed91f583dd7a7f0', '5c77c6d8fed91f583dd7a88a']",114,9,3.3,114,6,16,0,0,0,0,0,75,4,12,0,0,0,0,0,-78,57,0,0,0,0,0,0,-54,40,0,0,0,0,0,0,0,0,4,0,0,0
428344-7,"['5c77c6d6fed91f583dd7a7ca', '5c77c6d8fed91f583dd7a8b8', '5c77c6d5fed91f583dd7a75e', '5c77c6e5fed91f583dd7af84', '5c77c6e5fed91f583dd7af81']",298,30,3.2,259,41,5,0,0,0,0,0,177,27,2,0,0,0,0,0,-246,240,0,0,0,0,0,0,-172,166,0,0,0,0,0,0,0,0,3,0,2,0
409816-7,['5c77c6ebfed91f583dd7b285'],318,25,3.2,265,10,190,0,0,0,0,0,185,6,129,0,0,0,0,0,-201,56,0,0,0,0,0,0,-142,39,0,0,0,0,0,0,0,0,0,0,0,1
273154-7,"['5c77c6d6fed91f583dd7a7e3', '5c77c6d7fed91f583dd7a82f', '5c77c6d6fed91f583dd7a7a6', '5c77c6d7fed91f583dd7a867', '5c77c6d7fed91f583dd7a843', '5c77c6d6fed91f583dd7a78c', '5c77c6d5fed91f583dd7a76b', '5c77c6d5fed91f583dd7a73c', '5c77c6d7fed91f583dd7a807', '5c77c6d6fed91f583dd7a7ad', '5c77c6d6fed91f583dd7a7c7', '5c77c6d5fed91f583dd7a74f', '5c77c6d5fed91f583dd7a72e', '5c77c6d5fed91f583dd7a76d', '5c77c6d7fed91f583dd7a842', '5c77c6d8fed91f583dd7a8a5', '5c77c6d8fed91f583dd7a8a1', '5c77c6d5fed91f583dd7a753', '5c77c6d7fed91f583dd7a80c', '5c77c6d5fed91f583dd7a72f', '5c77c6d8fed91f583dd7a87e', '5c77c6d7fed91f583dd7a87b', '5c77c6d6fed91f583dd7a7f4', '5c77c6d8fed91f583dd7a8c3', '5c77c6d8fed91f583dd7a8c1', '5c77c6d8fed91f583dd7a89f']",481,8,3.2,448,14,455,0,0,0,0,0,308,5,307,0,0,0,0,0,-435,0,0,0,0,0,0,0,-299,0,0,0,0,0,0,0,0,0,26,0,0,0
232715-7,['5c77c6ebfed91f583dd7b280'],617,12,3.2,614,14,369,0,0,0,0,0,421,5,253,0,0,0,0,0,-562,183,0,0,0,0,0,0,-384,123,0,0,0,0,0,0,0,0,0,0,0,1
566269-7,['5c77c6d5fed91f583dd7a716'],153,7,8.1,2,4,13,44,2,7,0,1,1,2,8,31,1,3,0,0,1,30,47,1,-1,0,5,0,1,23,28,1,0,0,3,0,1,0,0,0,0,0
548974-7,"['5c77c6d6fed91f583dd7a7e3', '5c77c6d5fed91f583dd7a736', '5c77c6d6fed91f583dd7a79c', '5c77c6d7fed91f583dd7a853', '5c77c6d8fed91f583dd7a8b9', '5c77c6d5fed91f583dd7a77b', '5c77c6d7fed91f583dd7a814', '5c77c6d6fed91f583dd7a7c9', '5c77c6d7fed91f583dd7a83d', '5c77c6d7fed91f583dd7a840', '5c77c6d7fed91f583dd7a836', '5c77c6d6fed91f583dd7a7c7', '5c77c6d6fed91f583dd7a797', '5c77c6d8fed91f583dd7a89f', '5c77c6d8fed91f583dd7a8a1', '5c77c6d6fed91f583dd7a7ae', '5c77c6d6fed91f583dd7a7f4', '5c77c6d6fed91f583dd7a7ad', '5c77c6d8fed91f583dd7a8c6', '5c77c6d6fed91f583dd7a782', '5c77c6d6fed91f583dd7a7d4', '5c77c6d6fed91f583dd7a7a6', '5c77c6d5fed91f583dd7a753', '5c77c6d7fed91f583dd7a80c', '5c77c6d7fed91f583dd7a813', '5c77c6d8fed91f583dd7a888', '5c77c6d7fed91f583dd7a829', '5c77c6d8fed91f583dd7a8d3', '5c77c6d6fed91f583dd7a7e9', '5c77c6d7fed91f583dd7a85b', '5c77c6d6fed91f583dd7a7cf', '5c77c6d5fed91f583dd7a77a', '5c77c6d5fed91f583dd7a73a', '5c77c6d6fed91f583dd7a7da', '5c77c6d6fed91f583dd7a786', '5c77c6d5fed91f583dd7a73e', '5c77c6d8fed91f583dd7a882', '5c77c6d7fed91f583dd7a843', '5c77c6d5fed91f583dd7a741', '5c77c6d8fed91f583dd7a8c1', '5c77c6d5fed91f583dd7a72f']",182,2,8.1,5,2,17,45,6,1,0,1,4,1,12,32,2,0,0,0,3,40,59,0,0,0,5,0,2,29,36,0,0,0,3,0,0,0,41,0,0,0
224941-7,"['5c77c6e6fed91f583dd7afaa', '5c77c6ebfed91f583dd7b258', '5c77c6e5fed91f583dd7af75', '5c77c6e6fed91f583dd7afc7', '5c77c6ebfed91f583dd7b257', '5c77c6e5fed91f583dd7af64', '5c77c6e9fed91f583dd7b1b1', '5c77c6e6fed91f583dd7afdd', '5c77c6e7fed91f583dd7b028', '5c77c6e6fed91f583dd7af98', '5c77c6eafed91f583dd7b233', '5c77c6e5fed91f583dd7af95', '5c77c6e6fed91f583dd7afb0', '5c77c6d6fed91f583dd7a784']",621,16,6.3,128,2,21,93,2,14,0,0,91,2,14,61,2,9,0,0,-123,126,355,3,0,0,0,0,-89,90,243,1,0,0,0,0,0,0,1,5,8,0
137528-7,['5c77c6ebfed91f583dd7b29d'],657,44,3.3,187,3,7,0,0,0,0,0,130,3,4,0,0,0,0,0,-176,638,0,0,0,0,0,0,-122,436,0,0,0,0,0,0,0,0,0,0,0,1
205234-7,['5c77c6ebfed91f583dd7b271'],575,28,3.3,574,3,45,0,0,0,0,0,388,3,26,0,0,0,0,0,-555,509,0,0,0,0,0,0,-380,352,0,0,0,0,0,0,0,0,0,1,0,0
62939-7,['5c77c6ebfed91f583dd7b279'],754,28,3.3,711,6,710,0,0,0,0,0,486,4,485,0,0,0,0,0,-684,14,0,0,0,0,0,0,-472,10,0,0,0,0,0,0,0,0,0,0,0,1
149213-7,['5c77c6ebfed91f583dd7b28c'],644,41,3.3,167,2,603,0,0,0,0,0,115,2,412,0,0,0,0,0,-133,7,0,0,0,0,0,0,-89,5,0,0,0,0,0,0,0,0,0,0,0,1
375242-7,"['5c77c6d8fed91f583dd7a8c5', '5c77c6d7fed91f583dd7a83a', '5c77c6d8fed91f583dd7a88c', '5c77c6d8fed91f583dd7a8b8', '5c77c6d6fed91f583dd7a787']",353,13,3.3,132,4,121,0,0,0,0,0,90,2,80,0,0,0,0,0,-114,211,0,0,0,0,0,0,-76,146,0,0,0,0,0,0,0,0,5,0,0,0
271193-7,"['5c77c6d6fed91f583dd7a7f5', '5c77c6d6fed91f583dd7a78a', '5c77c6d7fed91f583dd7a826', '5c77c6d6fed91f583dd7a78e', '5c77c6d6fed91f583dd7a787', '5c77c6d8fed91f583dd7a887', '5c77c6d6fed91f583dd7a7f0']",479,11,3.3,139,3,301,0,0,0,0,0,93,2,201,0,0,0,0,0,-62,98,0,0,0,0,0,0,-38,62,0,0,0,0,0,0,0,0,7,0,0,0
386154-7,"['5c77c6d6fed91f583dd7a79f', '5c77c6d7fed91f583dd7a826', '5c77c6d7fed91f583dd7a861', '5c77c6e5fed91f583dd7af50']",339,10,3.3,39,6,241,0,0,0,0,0,26,3,166,0,0,0,0,0,5,49,0,0,0,0,0,0,4,33,0,0,0,0,0,0,0,0,3,0,1,0
377983-7,"['5c77c6d7fed91f583dd7a812', '5c77c6d6fed91f583dd7a798', '5c77c6d6fed91f583dd7a799', '5c77c6d7fed91f583dd7a822', '5c77c6d7fed91f583dd7a825', '5c77c6d8fed91f583dd7a89b', '5c77c6d7fed91f583dd7a82d']",350,7,3.3,22,4,289,0,0,0,0,0,15,3,197,0,0,0,0,0,-17,55,0,0,0,0,0,0,-12,37,0,0,0,0,0,0,0,0,7,0,0,0
394161-7,"['5c77c6d6fed91f583dd7a79f', '5c77c6d7fed91f583dd7a826', '5c77c6e5fed91f583dd7af50']",330,9,3.3,46,5,120,0,0,0,0,0,31,2,79,0,0,0,0,0,34,127,0,0,0,0,0,0,22,91,0,0,0,0,0,0,0,0,2,0,1,0
504196-7,"['5c77c6d7fed91f583dd7a812', '5c77c6d6fed91f583dd7a799', '5c77c6d6fed91f583dd7a798', '5c77c6d7fed91f583dd7a825', '5c77c6d5fed91f583dd7a774', '5c77c6d7fed91f583dd7a857', '5c77c6d7fed91f583dd7a822', '5c77c6d8fed91f583dd7a891', '5c77c6d5fed91f583dd7a724', '5c77c6d5fed91f583dd7a73b', '5c77c6d6fed91f583dd7a7e7', '5c77c6d8fed91f583dd7a8b2']",195,6,3.3,2,6,120,0,0,0,0,0,1,3,79,0,0,0,0,0,4,64,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,12,0,0,0
405991-7,"['5c77c6d6fed91f583dd7a79f', '5c77c6d7fed91f583dd7a826', '5c77c6e5fed91f583dd7af50']",317,22,3.3,73,8,100,0,0,0,0,0,49,5,65,0,0,0,0,0,-1,139,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,2,0,1,0
156799-7,"['5c77c6d6fed91f583dd7a7ca', '5c77c6d6fed91f583dd7a7f0', '5c77c6d6fed91f583dd7a78a']",634,25,3.3,147,5,70,0,0,0,0,0,97,2,39,0,0,0,0,0,-99,512,0,0,0,0,0,0,-69,355,0,0,0,0,0,0,0,0,3,0,0,0
592287-7,['5c77c6d5fed91f583dd7a716'],96,4,6.3,2,1,6,14,2,7,0,0,1,0,4,9,1,4,0,0,11,35,20,0,-1,0,0,0,7,19,10,0,0,0,0,0,1,0,0,0,0,0
366426-7,"['5c77c6d6fed91f583dd7a79f', '5c77c6d7fed91f583dd7a826', '5c77c6d7fed91f583dd7a861', '5c77c6e5fed91f583dd7af50']",362,25,3.3,85,4,57,0,0,0,0,0,58,3,34,0,0,0,0,0,-67,285,0,0,0,0,0,0,-46,198,0,0,0,0,0,0,0,0,3,0,1,0
458609-7,['5c77c6ebfed91f583dd7b292'],255,22,3.3,169,10,44,0,0,0,0,0,118,6,25,0,0,0,0,0,-139,172,0,0,0,0,0,0,-98,123,0,0,0,0,0,0,0,0,0,0,0,1
430707-7,"['5c77c6d7fed91f583dd7a854', '5c77c6d7fed91f583dd7a838', '5c77c6d6fed91f583dd7a7df', '5c77c6d8fed91f583dd7a8cd', '5c77c6d7fed91f583dd7a847', '5c77c6d6fed91f583dd7a7db', '5c77c6d6fed91f583dd7a7af', '5c77c6d5fed91f583dd7a772', '5c77c6d6fed91f583dd7a7be', '5c77c6d6fed91f583dd7a7f1', '5c77c6d5fed91f583dd7a729']",288,9,3.3,4,5,209,0,0,0,0,0,3,3,143,0,0,0,0,0,-1,72,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,11,0,0,0
617342-7,['5c77c6ebfed91f583dd7b29c'],39,13,2.1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1
575260-7,"['5c77c6d6fed91f583dd7a7ac', '5c77c6d7fed91f583dd7a80e', '5c77c6d6fed91f583dd7a7cd', '5c77c6d6fed91f583dd7a7d9', '5c77c6d8fed91f583dd7a8cd', '5c77c6d8fed91f583dd7a880', '5c77c6d5fed91f583dd7a721', '5c77c6d5fed91f583dd7a729', '5c77c6d5fed91f583dd7a71c', '5c77c6d5fed91f583dd7a72d', '5c77c6d5fed91f583dd7a742', '5c77c6d5fed91f583dd7a743', '5c77c6d5fed91f583dd7a74b', '5c77c6d5fed91f583dd7a76c', '5c77c6d5fed91f583dd7a772', '5c77c6d6fed91f583dd7a790', '5c77c6d6fed91f583dd7a795', '5c77c6d6fed91f583dd7a7af', '5c77c6d6fed91f583dd7a7be', '5c77c6d6fed91f583dd7a7df', '5c77c6d6fed91f583dd7a7bf', '5c77c6d6fed91f583dd7a7db', '5c77c6d6fed91f583dd7a7ef', '5c77c6d7fed91f583dd7a830', '5c77c6d6fed91f583dd7a7f1', '5c77c6d6fed91f583dd7a7f6', '5c77c6d7fed91f583dd7a828', '5c77c6d7fed91f583dd7a837', '5c77c6d7fed91f583dd7a838', '5c77c6d7fed91f583dd7a847', '5c77c6d7fed91f583dd7a849', '5c77c6d7fed91f583dd7a862', '5c77c6d7fed91f583dd7a84c', '5c77c6d7fed91f583dd7a854', '5c77c6d7fed91f583dd7a876', '5c77c6d8fed91f583dd7a88e', '5c77c6d8fed91f583dd7a8a8', '5c77c6d8fed91f583dd7a8c0', '5c77c6d8fed91f583dd7a8d4', '5c77c6e5fed91f583dd7af33', '5c77c6d8fed91f583dd7a8d0']",128,13,3.3,1,13,22,0,0,0,0,0,0,9,15,0,0,0,0,0,20,72,0,0,0,0,0,0,10,46,0,0,0,0,0,0,0,1,40,0,0,0
575264-7,"['5c77c6d6fed91f583dd7a7ac', '5c77c6d7fed91f583dd7a80e', '5c77c6d6fed91f583dd7a7cd', '5c77c6d6fed91f583dd7a7d9', '5c77c6d8fed91f583dd7a8cd', '5c77c6d8fed91f583dd7a880', '5c77c6d5fed91f583dd7a729', '5c77c6d5fed91f583dd7a71c', '5c77c6d5fed91f583dd7a721', '5c77c6d5fed91f583dd7a72d', '5c77c6d5fed91f583dd7a742', '5c77c6d5fed91f583dd7a743', '5c77c6d5fed91f583dd7a74b', '5c77c6d5fed91f583dd7a76c', '5c77c6d5fed91f583dd7a772', '5c77c6d6fed91f583dd7a790', '5c77c6d6fed91f583dd7a795', '5c77c6d6fed91f583dd7a7af', '5c77c6d6fed91f583dd7a7be', '5c77c6d6fed91f583dd7a7df', '5c77c6d6fed91f583dd7a7bf', '5c77c6d6fed91f583dd7a7db', '5c77c6d6fed91f583dd7a7ef', '5c77c6d7fed91f583dd7a830', '5c77c6d6fed91f583dd7a7f1', '5c77c6d6fed91f583dd7a7f6', '5c77c6d7fed91f583dd7a828', '5c77c6d7fed91f583dd7a837', '5c77c6d7fed91f583dd7a838', '5c77c6d7fed91f583dd7a847', '5c77c6d7fed91f583dd7a849', '5c77c6d7fed91f583dd7a862', '5c77c6d7fed91f583dd7a84c', '5c77c6d7fed91f583dd7a854', '5c77c6d7fed91f583dd7a876', '5c77c6d8fed91f583dd7a88e', '5c77c6d8fed91f583dd7a8a8', '5c77c6d8fed91f583dd7a8d0', '5c77c6d8fed91f583dd7a8d4', '5c77c6e5fed91f583dd7af33', '5c77c6d8fed91f583dd7a8c0']",129,13,3.3,2,13,23,0,0,0,0,0,1,9,16,0,0,0,0,0,20,72,0,0,0,0,0,0,10,46,0,0,0,0,0,0,0,1,40,0,0,0
577392-7,"['5c77c6d6fed91f583dd7a7ac', '5c77c6d7fed91f583dd7a80e', '5c77c6d6fed91f583dd7a7cd', '5c77c6d6fed91f583dd7a7d9', '5c77c6d8fed91f583dd7a8cd', '5c77c6d8fed91f583dd7a880', '5c77c6d5fed91f583dd7a71b', '5c77c6d5fed91f583dd7a721', '5c77c6d5fed91f583dd7a729', '5c77c6d5fed91f583dd7a72d', '5c77c6d5fed91f583dd7a742', '5c77c6d5fed91f583dd7a743', '5c77c6d5fed91f583dd7a74b', '5c77c6d5fed91f583dd7a76c', '5c77c6d5fed91f583dd7a772', '5c77c6d6fed91f583dd7a790', '5c77c6d6fed91f583dd7a795', '5c77c6d6fed91f583dd7a7af', '5c77c6d6fed91f583dd7a7be', '5c77c6d6fed91f583dd7a7df', '5c77c6d6fed91f583dd7a7db', '5c77c6d6fed91f583dd7a7bf', '5c77c6d6fed91f583dd7a7ef', '5c77c6d6fed91f583dd7a7f1', '5c77c6d6fed91f583dd7a7f6', '5c77c6d7fed91f583dd7a828', '5c77c6d7fed91f583dd7a830', '5c77c6d7fed91f583dd7a837', '5c77c6d7fed91f583dd7a838', '5c77c6d7fed91f583dd7a847', '5c77c6d7fed91f583dd7a849', '5c77c6d7fed91f583dd7a84c', '5c77c6d7fed91f583dd7a854', '5c77c6d7fed91f583dd7a862', '5c77c6d7fed91f583dd7a876', '5c77c6d8fed91f583dd7a88e', '5c77c6d8fed91f583dd7a8a8', '5c77c6d8fed91f583dd7a8d0', '5c77c6d8fed91f583dd7a8c0', '5c77c6d8fed91f583dd7a8d4', '5c77c6e5fed91f583dd7af33']",126,13,3.3,2,5,22,0,0,0,0,0,2,3,15,0,0,0,0,0,33,65,0,0,0,0,0,0,23,41,0,0,0,0,0,0,0,1,40,0,0,0
485124-7,['5c77c6ebfed91f583dd7b2b7'],252,26,3.2,215,5,218,0,0,0,0,0,147,3,149,0,0,0,0,0,-192,7,0,0,0,0,0,0,-131,5,0,0,0,0,0,0,0,0,0,0,0,1
51809-7,"['5c77c6d7fed91f583dd7a812', '5c77c6d6fed91f583dd7a799', '5c77c6dafed91f583dd7a999', '5c77c6d6fed91f583dd7a798', '5c77c6d8fed91f583dd7a89b', '5c77c6d7fed91f583dd7a825', '5c77c6d7fed91f583dd7a822', '5c77c6d8fed91f583dd7a8c2', '5c77c6d5fed91f583dd7a724', '5c77c6d5fed91f583dd7a73b', '5c77c6d7fed91f583dd7a857', '5c77c6d8fed91f583dd7a8b2', '5c77c6d7fed91f583dd7a82d']",793,19,3.3,123,6,668,0,0,0,0,0,82,3,457,0,0,0,0,0,-57,55,0,0,0,0,0,0,-38,33,0,0,0,0,0,0,0,1,12,0,0,0
644911-7,['5c77c6d5fed91f583dd7a716'],34,5,3.3,2,13,15,0,0,0,0,0,2,9,9,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
